S/N COQUE/RADOME :475
PROGRAMME : 3980
417.99871702651;-2109.99951407494;2.000526666667
403.553395723831;-1970.00071407494;2.000526666667
381.226543853983;-1770.000734424928;2.000526666667
352.452865101991;-1570.000772581154;2.000526666667
318.518469954372;-1370.000754774915;2.000526666667
279.992362799908;-1170.000650481229;2.000526666667
238.119172706364;-970.000724249934;2.000526666667
193.46036161053;-770.000729337431;2.000526666667
146.247562326099;-570.0006174125;2.000526666667
96.463251857349;-370.000719162437;2.000526666667
44.541253573626;-170.000792931142;2.000526666667
23.036984621245;-90.000592931142;2.000526666667
416.99292268901;-2109.99951407494;47.00012
404.231750161331;-1970.00071407494;47.00012
380.993932162316;-1770.000734424928;47.00012
352.613368885325;-1570.000772581154;47.00012
318.665642193956;-1370.000754774915;47.00012
280.206000872825;-1170.000650481229;47.00012
238.370948743864;-970.000724249934;47.00012
193.771688056364;-770.000729337431;47.00012
146.589502865682;-570.0006174125;47.00012
96.836200113599;-370.000719162437;47.00012
44.906641227792;-170.000792931142;47.00012
23.403940104578;-90.000592931142;47.00012
417.42468067026;-2109.99951407494;92.00084
404.520642111331;-1970.00071407494;92.00084
381.51026709565;-1770.000734424928;92.00084
352.812377814491;-1570.000772581154;92.00084
318.859082893956;-1370.000754774915;92.00084
280.335878254075;-1170.000650481229;92.00084
238.51015813553;-970.000724249934;92.00084
193.931851452197;-770.000729337431;92.00084
146.809488767765;-570.0006174125;92.00084
97.152591565682;-370.000719162437;92.00084
45.291998827792;-170.000792931142;92.00084
23.817720508745;-90.000592931142;92.00084
417.61291282651;-2109.99951407494;137.000286666667
405.004376161331;-1970.00071407494;137.000286666667
381.108824978983;-1770.000734424928;137.000286666667
352.395279497825;-1570.000772581154;137.000286666667
318.602342760622;-1370.000754774915;137.000286666667
280.162038412408;-1170.000650481229;137.000286666667
238.371244743864;-970.000724249934;137.000286666667
193.857806698031;-770.000729337431;137.000286666667
146.812988082349;-570.0006174125;137.000286666667
97.238717286515;-370.000719162437;137.000286666667
45.492893486126;-170.000792931142;136.999286666667
24.039165112911;-90.000592931142;136.999286666667
352.184257424908;-1569.9997802124;182.000893333333
318.328507768956;-1370.000754774915;182.000893333333
279.993465199908;-1170.000650481229;182.000893333333
238.333504852197;-970.000724249934;182.000893333333
193.790177202197;-770.000729337431;182.000893333333
146.738933105265;-570.0006174125;182.000893333333
97.122112363599;-370.000719162437;182.000893333333
45.404555644459;-170.000792931142;182.000893333333
23.944921442078;-90.000592931142;182.000893333333
417.09698208276;-2109.99951407494;227.00075
404.590015955081;-1970.00071407494;227.00075
380.964330728983;-1770.000734424928;227.00075
352.011052497825;-1570.000772581154;227.00075
318.201883302289;-1370.000754774915;227.00075
279.849195589491;-1170.000650481229;227.00075
238.106608818864;-970.000724249934;227.00075
193.589864943864;-770.000729337431;227.00075
146.526584632349;-570.0006174125;227.00075
96.901035661515;-370.000719162437;227.00075
45.048039248626;-170.000792931142;227.00075
23.572277729578;-90.000592931142;227.00075
417.51230903276;-2109.99951407494;272.000213333333
405.563191942581;-1970.00071407494;272.000213333333
380.031405162316;-1770.000734424928;272.000213333333
352.374362010325;-1570.000772581154;272.000213333333
318.425108918956;-1370.000754774915;272.000213333333
279.897937764491;-1170.000650481229;272.000213333333
238.054066410531;-970.000724249934;272.000213333333
193.452524352197;-770.000729337431;272.000213333333
146.283028957349;-570.0006174125;272.000213333333
96.570230951099;-370.000719162437;272.000213333333
44.674656336126;-170.000792931142;272.000213333333
23.173666012911;-90.000592931142;272.000213333333
416.93865667651;-2109.99951407494;317.00001
403.145797461331;-1970.00071407494;317.00001
379.510426717275;-1770.000734424928;317.00001
352.739322951991;-1570.000772581154;317.00001
318.613299904372;-1370.000754774915;317.00001
279.971749426991;-1170.000650481229;317.00001
238.043480352197;-970.000724249934;317.00001
193.362485481364;-770.000729337431;317.00001
146.122577459432;-570.0006174125;317.00001
96.363585107349;-370.000719162437;317.00001
44.444872073626;-170.000792931142;317.00001
22.942539121245;-90.000592931142;317.00001
